word,global_frequency_percent,document_frequency_percent,global_freq_score,document_freq_score,avg_tfidf_score,combined_score
asked,0.000,0.281,1.000,0.561,0.019,0.102
loving,0.000,0.202,1.000,0.403,0.026,0.102
sweetness,0.000,0.071,1.000,0.142,0.073,0.102
completely,0.000,0.357,1.000,0.714,0.015,0.102
inconstancy,0.000,0.071,1.000,0.142,0.073,0.102
share,0.000,0.327,1.000,0.654,0.016,0.102
fronsdal,0.001,0.401,0.999,0.801,0.013,0.102
seems,0.001,0.411,0.999,0.823,0.013,0.102
sensual,0.000,0.112,1.000,0.223,0.046,0.102
gives,0.000,0.332,1.000,0.665,0.016,0.102
ego,0.000,0.093,1.000,0.185,0.056,0.102
foundation,0.000,0.196,1.000,0.392,0.026,0.101
putting,0.000,0.278,1.000,0.556,0.018,0.101
job,0.000,0.207,1.000,0.414,0.025,0.101
unification,0.000,0.117,1.000,0.234,0.044,0.101
ajahn,0.000,0.120,1.000,0.240,0.043,0.101
gaze,0.000,0.177,1.000,0.354,0.029,0.101
moral,0.000,0.074,1.000,0.147,0.070,0.101
rather,0.001,0.572,0.999,0.856,0.012,0.101
leads,0.000,0.177,1.000,0.354,0.029,0.101
morning,0.001,0.531,0.999,0.937,0.011,0.101
whether,0.001,0.439,0.999,0.877,0.012,0.101
member,0.000,0.095,1.000,0.191,0.054,0.101
used,0.001,0.477,0.999,0.954,0.011,0.101
words,0.001,0.561,0.999,0.877,0.012,0.101
response,0.000,0.193,1.000,0.387,0.026,0.101
hearing,0.000,0.210,1.000,0.420,0.024,0.101
imc,0.000,0.267,1.000,0.534,0.019,0.101
brings,0.000,0.294,1.000,0.589,0.017,0.101
ready,0.000,0.270,1.000,0.540,0.019,0.101
grasping,0.000,0.125,1.000,0.251,0.041,0.101
difficulties,0.000,0.136,1.000,0.272,0.037,0.101
inviting,0.000,0.161,1.000,0.322,0.032,0.101
satisfying,0.000,0.150,1.000,0.300,0.034,0.101
journey,0.000,0.123,1.000,0.245,0.041,0.101
tense,0.000,0.153,1.000,0.305,0.033,0.101
inspiration,0.000,0.125,1.000,0.251,0.040,0.101
preoccupied,0.000,0.166,1.000,0.332,0.030,0.101
appropriate,0.000,0.229,1.000,0.458,0.022,0.101
experienced,0.000,0.270,1.000,0.540,0.019,0.101
benefit,0.000,0.286,1.000,0.572,0.018,0.101
wanted,0.000,0.335,1.000,0.670,0.015,0.100
tomorrow,0.000,0.335,1.000,0.670,0.015,0.100
normal,0.000,0.346,1.000,0.692,0.015,0.100
perspective,0.000,0.153,1.000,0.305,0.033,0.100
beliefs,0.000,0.147,1.000,0.294,0.034,0.100
usually,0.000,0.373,1.000,0.747,0.013,0.100
chest,0.000,0.248,1.000,0.496,0.020,0.100
outside,0.000,0.308,1.000,0.616,0.016,0.100
possible,0.001,0.561,0.999,0.877,0.011,0.100
talked,0.000,0.330,1.000,0.659,0.015,0.100
leave,0.000,0.316,1.000,0.632,0.016,0.100
old,0.000,0.213,1.000,0.425,0.024,0.100
somehow,0.001,0.485,0.999,0.970,0.010,0.100
behind,0.000,0.322,1.000,0.643,0.016,0.100
you'll,0.000,0.332,1.000,0.665,0.015,0.100
context,0.000,0.259,1.000,0.518,0.019,0.100
openness,0.000,0.210,1.000,0.420,0.024,0.100
sure,0.000,0.362,1.000,0.725,0.014,0.100
difference,0.000,0.341,1.000,0.681,0.015,0.100
memory,0.000,0.112,1.000,0.223,0.045,0.100
primary,0.000,0.234,1.000,0.469,0.021,0.100
image,0.000,0.223,1.000,0.447,0.022,0.100
figure,0.000,0.245,1.000,0.490,0.020,0.100
wow,0.000,0.297,1.000,0.594,0.017,0.100
stepping,0.000,0.117,1.000,0.234,0.042,0.100
pointing,0.000,0.207,1.000,0.414,0.024,0.100
happened,0.000,0.278,1.000,0.556,0.018,0.100
across,0.000,0.196,1.000,0.392,0.025,0.100
left,0.000,0.349,1.000,0.698,0.014,0.100
taught,0.000,0.248,1.000,0.496,0.020,0.100
personal,0.000,0.221,1.000,0.441,0.022,0.100
eyes,0.001,0.580,0.999,0.839,0.012,0.099
must,0.000,0.240,1.000,0.480,0.021,0.099
spacious,0.000,0.147,1.000,0.294,0.034,0.099
hate,0.000,0.142,1.000,0.283,0.035,0.099
preoccupations,0.000,0.147,1.000,0.294,0.034,0.099
pull,0.000,0.199,1.000,0.398,0.025,0.099
buddha's,0.000,0.215,1.000,0.431,0.023,0.099
fix,0.000,0.193,1.000,0.387,0.026,0.099
lose,0.000,0.174,1.000,0.349,0.028,0.099
rhythm,0.000,0.169,1.000,0.338,0.029,0.099
cool,0.000,0.142,1.000,0.283,0.035,0.099
die,0.000,0.136,1.000,0.272,0.036,0.099
willing,0.000,0.210,1.000,0.420,0.023,0.099
angry,0.000,0.183,1.000,0.365,0.027,0.099
topic,0.000,0.368,1.000,0.736,0.013,0.099
familiar,0.000,0.272,1.000,0.545,0.018,0.099
equanimous,0.000,0.082,1.000,0.163,0.060,0.099
teach,0.000,0.256,1.000,0.512,0.019,0.099
realm,0.000,0.139,1.000,0.278,0.035,0.099
lead,0.000,0.229,1.000,0.458,0.021,0.099
real,0.000,0.373,1.000,0.747,0.013,0.099
medicine,0.000,0.090,1.000,0.180,0.054,0.099
keep,0.001,0.575,0.999,0.850,0.011,0.099
certainly,0.000,0.338,1.000,0.676,0.014,0.099
phenomena,0.000,0.114,1.000,0.229,0.042,0.099
abide,0.000,0.038,1.000,0.076,0.127,0.099
aspects,0.000,0.234,1.000,0.469,0.021,0.099
experiencing,0.000,0.281,1.000,0.561,0.017,0.099
area,0.000,0.275,1.000,0.550,0.018,0.099
set,0.000,0.286,1.000,0.572,0.017,0.099
fall,0.000,0.262,1.000,0.523,0.019,0.099
nice,0.001,0.572,0.999,0.856,0.011,0.099
forces,0.000,0.109,1.000,0.218,0.044,0.098
welfare,0.000,0.104,1.000,0.207,0.047,0.098
keeps,0.000,0.237,1.000,0.474,0.020,0.098
goes,0.001,0.548,0.999,0.905,0.011,0.098
ill,0.000,0.158,1.000,0.316,0.031,0.098
stage,0.000,0.134,1.000,0.267,0.036,0.098
zen,0.000,0.144,1.000,0.289,0.034,0.098
probably,0.001,0.463,0.999,0.926,0.010,0.098
book,0.000,0.215,1.000,0.431,0.022,0.098
subject,0.000,0.101,1.000,0.202,0.048,0.098
eye,0.000,0.150,1.000,0.300,0.032,0.098
return,0.000,0.362,1.000,0.725,0.013,0.098
turning,0.000,0.207,1.000,0.414,0.023,0.098
forward,0.000,0.376,1.000,0.752,0.013,0.098
language,0.000,0.278,1.000,0.556,0.017,0.098
activities,0.000,0.202,1.000,0.403,0.024,0.098
settledness,0.000,0.109,1.000,0.218,0.044,0.098
times,0.001,0.542,0.999,0.916,0.010,0.098
easier,0.000,0.322,1.000,0.643,0.015,0.098
practices,0.000,0.234,1.000,0.469,0.020,0.098
known,0.000,0.346,1.000,0.692,0.014,0.098
realize,0.000,0.335,1.000,0.670,0.014,0.098
agitation,0.000,0.153,1.000,0.305,0.031,0.098
hour,0.000,0.158,1.000,0.316,0.030,0.098
associated,0.000,0.294,1.000,0.589,0.016,0.098
especially,0.000,0.351,1.000,0.703,0.014,0.098
days,0.000,0.376,1.000,0.752,0.013,0.098
sacred,0.000,0.123,1.000,0.245,0.039,0.098
terms,0.000,0.245,1.000,0.490,0.019,0.098
done,0.001,0.540,0.999,0.921,0.010,0.097
pushing,0.000,0.234,1.000,0.469,0.020,0.097
skillful,0.000,0.142,1.000,0.283,0.033,0.097
points,0.000,0.251,1.000,0.501,0.019,0.097
create,0.000,0.371,1.000,0.741,0.013,0.097
gift,0.000,0.193,1.000,0.387,0.025,0.097
happens,0.001,0.531,0.999,0.937,0.010,0.097
ground,0.000,0.229,1.000,0.458,0.021,0.097
becomes,0.001,0.583,0.999,0.834,0.011,0.097
order,0.000,0.368,1.000,0.736,0.013,0.097
list,0.000,0.210,1.000,0.420,0.023,0.097
leading,0.000,0.134,1.000,0.267,0.035,0.097
saw,0.000,0.267,1.000,0.534,0.018,0.097
arrow,0.000,0.049,1.000,0.098,0.096,0.097
practitioners,0.000,0.161,1.000,0.322,0.029,0.097
seat,0.000,0.142,1.000,0.283,0.033,0.097
imagination,0.000,0.112,1.000,0.223,0.042,0.097
almost,0.001,0.602,0.999,0.796,0.012,0.097
either,0.000,0.371,1.000,0.741,0.013,0.097
aliveness,0.000,0.131,1.000,0.262,0.036,0.097
releasing,0.000,0.120,1.000,0.240,0.039,0.097
ever,0.000,0.294,1.000,0.589,0.016,0.097
slowly,0.000,0.210,1.000,0.420,0.022,0.097
tree,0.000,0.123,1.000,0.245,0.038,0.097
later,0.000,0.349,1.000,0.698,0.013,0.097
changes,0.000,0.226,1.000,0.452,0.021,0.097
torso,0.000,0.177,1.000,0.354,0.026,0.097
alternative,0.000,0.155,1.000,0.311,0.030,0.097
letting,0.001,0.643,0.999,0.714,0.013,0.097
try,0.001,0.556,0.999,0.888,0.011,0.097
consciousness,0.000,0.109,1.000,0.218,0.043,0.097
measure,0.000,0.125,1.000,0.251,0.037,0.097
lightness,0.000,0.090,1.000,0.180,0.052,0.097
finding,0.000,0.311,1.000,0.621,0.015,0.097
in-breath,0.000,0.104,1.000,0.207,0.045,0.096
watching,0.000,0.185,1.000,0.371,0.025,0.096
tight,0.000,0.204,1.000,0.409,0.023,0.096
aside,0.000,0.158,1.000,0.316,0.029,0.096
clean,0.000,0.142,1.000,0.283,0.033,0.096
alone,0.000,0.237,1.000,0.474,0.020,0.096
piece,0.000,0.183,1.000,0.365,0.025,0.096
abiding,0.000,0.074,1.000,0.147,0.063,0.096
engaged,0.000,0.158,1.000,0.316,0.029,0.096
resistance,0.000,0.144,1.000,0.289,0.032,0.096
push,0.000,0.210,1.000,0.420,0.022,0.096
ethics,0.000,0.090,1.000,0.180,0.051,0.096
forms,0.000,0.207,1.000,0.414,0.022,0.096
watch,0.000,0.185,1.000,0.371,0.025,0.096
metaphor,0.000,0.180,1.000,0.360,0.026,0.096
ah,0.000,0.169,1.000,0.338,0.027,0.096
fact,0.000,0.373,1.000,0.747,0.012,0.096
reality,0.000,0.163,1.000,0.327,0.028,0.096
constantly,0.000,0.136,1.000,0.272,0.034,0.096
bigger,0.000,0.215,1.000,0.431,0.021,0.096
happening,0.002,0.649,0.998,0.703,0.013,0.096
happen,0.001,0.575,0.999,0.850,0.011,0.096
nikki,0.000,0.033,1.000,0.065,0.141,0.096
however,0.000,0.262,1.000,0.523,0.018,0.096
else,0.001,0.564,0.999,0.872,0.011,0.096
force,0.000,0.191,1.000,0.381,0.024,0.096
truths,0.000,0.120,1.000,0.240,0.038,0.096
quail,0.000,0.016,1.000,0.033,0.281,0.096
use,0.001,0.580,0.999,0.839,0.011,0.096
complete,0.000,0.193,1.000,0.387,0.024,0.096
car,0.000,0.142,1.000,0.283,0.032,0.096
background,0.000,0.180,1.000,0.360,0.025,0.096
least,0.000,0.330,1.000,0.659,0.014,0.096
means,0.001,0.589,0.999,0.823,0.011,0.096
child,0.000,0.142,1.000,0.283,0.032,0.096
consider,0.000,0.275,1.000,0.550,0.017,0.096
number,0.000,0.300,1.000,0.599,0.015,0.095
possibility,0.000,0.215,1.000,0.431,0.021,0.095
impatience,0.000,0.030,1.000,0.060,0.152,0.095
brahma,0.000,0.054,1.000,0.109,0.083,0.095
here's,0.000,0.229,1.000,0.458,0.020,0.095
understand,0.001,0.589,0.999,0.823,0.011,0.095
radical,0.000,0.131,1.000,0.262,0.035,0.095
ones,0.000,0.283,1.000,0.567,0.016,0.095
quieter,0.000,0.158,1.000,0.316,0.029,0.095
seem,0.000,0.286,1.000,0.572,0.016,0.095
discursive,0.000,0.057,1.000,0.114,0.079,0.095
starts,0.000,0.297,1.000,0.594,0.015,0.095
internal,0.000,0.123,1.000,0.245,0.037,0.095
stuck,0.000,0.188,1.000,0.376,0.024,0.095
empty,0.000,0.131,1.000,0.262,0.035,0.095
amount,0.000,0.275,1.000,0.550,0.016,0.095
stuff,0.000,0.245,1.000,0.490,0.018,0.095
social,0.000,0.142,1.000,0.283,0.032,0.095
careful,0.000,0.202,1.000,0.403,0.022,0.095
non-clinging,0.000,0.054,1.000,0.109,0.083,0.095
perfect,0.000,0.183,1.000,0.365,0.025,0.095
knows,0.000,0.256,1.000,0.512,0.018,0.095
who's,0.000,0.251,1.000,0.501,0.018,0.095
sensitivity,0.000,0.123,1.000,0.245,0.037,0.095
makes,0.001,0.548,0.999,0.905,0.010,0.095
spirit,0.000,0.142,1.000,0.283,0.032,0.095
liberation,0.000,0.163,1.000,0.327,0.027,0.095
care,0.002,0.692,0.998,0.616,0.014,0.094
wider,0.000,0.150,1.000,0.300,0.030,0.094
attached,0.000,0.144,1.000,0.289,0.031,0.094
work,0.002,0.624,0.998,0.752,0.012,0.094
focusing,0.000,0.169,1.000,0.338,0.026,0.094
focused,0.000,0.191,1.000,0.381,0.023,0.094
winds,0.000,0.033,1.000,0.065,0.136,0.094
obvious,0.000,0.221,1.000,0.441,0.020,0.094
general,0.000,0.259,1.000,0.518,0.017,0.094
attitudes,0.000,0.120,1.000,0.240,0.037,0.094
assume,0.000,0.322,1.000,0.643,0.014,0.094
onward,0.000,0.035,1.000,0.071,0.125,0.094
great,0.001,0.597,0.999,0.807,0.011,0.094
zoom,0.000,0.104,1.000,0.207,0.043,0.094
supporting,0.000,0.144,1.000,0.289,0.031,0.094
enjoy,0.000,0.199,1.000,0.398,0.022,0.094
tightness,0.000,0.191,1.000,0.381,0.023,0.094
growing,0.000,0.174,1.000,0.349,0.025,0.094
involves,0.000,0.180,1.000,0.360,0.024,0.094
consideration,0.000,0.142,1.000,0.283,0.031,0.094
standing,0.000,0.199,1.000,0.398,0.022,0.094
supposed,0.000,0.248,1.000,0.496,0.018,0.094
spend,0.000,0.300,1.000,0.599,0.015,0.094
global,0.000,0.079,1.000,0.158,0.056,0.094
brief,0.000,0.114,1.000,0.229,0.038,0.094
value,0.000,0.226,1.000,0.452,0.019,0.094
massage,0.000,0.084,1.000,0.169,0.052,0.094
movements,0.000,0.169,1.000,0.338,0.026,0.094
curiosity,0.000,0.123,1.000,0.245,0.036,0.094
stable,0.000,0.172,1.000,0.343,0.026,0.094
grounded,0.000,0.180,1.000,0.360,0.024,0.094
challenges,0.000,0.169,1.000,0.338,0.026,0.094
young,0.000,0.196,1.000,0.392,0.022,0.094
common,0.000,0.281,1.000,0.561,0.016,0.093
poems,0.000,0.046,1.000,0.093,0.094,0.093
dharmette,0.001,0.567,0.999,0.866,0.010,0.093
pretty,0.000,0.267,1.000,0.534,0.016,0.093
person,0.002,0.657,0.998,0.687,0.013,0.093
based,0.000,0.185,1.000,0.371,0.024,0.093
conversation,0.000,0.161,1.000,0.322,0.027,0.093
pulled,0.000,0.169,1.000,0.338,0.026,0.093
strength,0.000,0.134,1.000,0.267,0.033,0.093
opportunity,0.000,0.215,1.000,0.431,0.020,0.093
though,0.000,0.403,1.000,0.807,0.011,0.093
monks,0.000,0.095,1.000,0.191,0.046,0.093
cushion,0.000,0.185,1.000,0.371,0.023,0.093
gratitude,0.000,0.114,1.000,0.229,0.038,0.093
fist,0.000,0.046,1.000,0.093,0.094,0.093
reflect,0.000,0.174,1.000,0.349,0.025,0.093
concerns,0.000,0.172,1.000,0.343,0.025,0.093
painful,0.000,0.134,1.000,0.267,0.032,0.093
everybody,0.000,0.218,1.000,0.436,0.020,0.093
momentum,0.000,0.123,1.000,0.245,0.035,0.093
passing,0.000,0.117,1.000,0.234,0.037,0.093
lovely,0.000,0.199,1.000,0.398,0.022,0.093
distracted,0.000,0.191,1.000,0.381,0.023,0.093
inspired,0.000,0.158,1.000,0.316,0.027,0.093
circle,0.000,0.106,1.000,0.213,0.040,0.093
theme,0.000,0.188,1.000,0.376,0.023,0.093
renunciation,0.000,0.090,1.000,0.180,0.048,0.093
she's,0.000,0.134,1.000,0.267,0.032,0.093
relate,0.000,0.215,1.000,0.431,0.020,0.093
youtube,0.000,0.142,1.000,0.283,0.030,0.093
bell,0.000,0.131,1.000,0.262,0.033,0.093
curious,0.000,0.144,1.000,0.289,0.030,0.093
bring,0.001,0.610,0.999,0.779,0.011,0.093
wishing,0.000,0.188,1.000,0.376,0.023,0.093
deep,0.002,0.692,0.998,0.616,0.014,0.093
smile,0.000,0.114,1.000,0.229,0.037,0.093
brain,0.000,0.125,1.000,0.251,0.034,0.093
generally,0.000,0.191,1.000,0.381,0.022,0.093
chat,0.000,0.153,1.000,0.305,0.028,0.092
supportive,0.000,0.207,1.000,0.414,0.021,0.092
usual,0.000,0.177,1.000,0.354,0.024,0.092
shows,0.000,0.166,1.000,0.332,0.026,0.092
reflections,0.000,0.158,1.000,0.316,0.027,0.092
engage,0.000,0.210,1.000,0.420,0.020,0.092
bodies,0.000,0.158,1.000,0.316,0.027,0.092
sky,0.000,0.117,1.000,0.234,0.036,0.092
avoid,0.000,0.169,1.000,0.338,0.025,0.092
worth,0.000,0.120,1.000,0.240,0.035,0.092
relief,0.000,0.134,1.000,0.267,0.032,0.092
discomfort,0.000,0.153,1.000,0.305,0.028,0.092
lay,0.000,0.106,1.000,0.213,0.040,0.092
throughout,0.000,0.169,1.000,0.338,0.025,0.092
jatakas,0.000,0.011,1.000,0.022,0.388,0.092
factors,0.000,0.117,1.000,0.234,0.036,0.092
phrases,0.000,0.093,1.000,0.185,0.046,0.092
voice,0.000,0.161,1.000,0.322,0.026,0.092
afraid,0.000,0.153,1.000,0.305,0.028,0.092
beneficial,0.000,0.128,1.000,0.256,0.033,0.092
stream,0.000,0.112,1.000,0.223,0.038,0.092
practitioner,0.000,0.155,1.000,0.311,0.027,0.092
including,0.000,0.248,1.000,0.496,0.017,0.092
better,0.001,0.610,0.999,0.779,0.011,0.092
follow,0.000,0.251,1.000,0.501,0.017,0.092
house,0.000,0.139,1.000,0.278,0.030,0.092
receptive,0.000,0.114,1.000,0.229,0.037,0.092
quote,0.000,0.185,1.000,0.371,0.023,0.092
powerful,0.000,0.262,1.000,0.523,0.016,0.092
early,0.000,0.248,1.000,0.496,0.017,0.092
course,0.001,0.608,0.999,0.785,0.011,0.092
told,0.000,0.213,1.000,0.425,0.020,0.092
calmly,0.000,0.068,1.000,0.136,0.061,0.091
taking,0.001,0.578,0.999,0.845,0.010,0.091
won't,0.000,0.243,1.000,0.485,0.017,0.091
couple,0.000,0.311,1.000,0.621,0.013,0.091
able,0.001,0.608,0.999,0.785,0.011,0.091
front,0.000,0.199,1.000,0.398,0.021,0.091
choice,0.000,0.123,1.000,0.245,0.034,0.091
attentional,0.000,0.044,1.000,0.087,0.096,0.091
awake,0.000,0.134,1.000,0.267,0.031,0.091
eightfold,0.000,0.087,1.000,0.174,0.048,0.091
arrive,0.000,0.112,1.000,0.223,0.037,0.091
forest,0.000,0.112,1.000,0.223,0.037,0.091
sati,0.000,0.109,1.000,0.218,0.038,0.091
tend,0.000,0.234,1.000,0.469,0.018,0.091
works,0.000,0.289,1.000,0.578,0.014,0.091
wherever,0.000,0.202,1.000,0.403,0.021,0.091
ocean,0.000,0.101,1.000,0.202,0.041,0.091
fixed,0.000,0.120,1.000,0.240,0.035,0.091
rid,0.000,0.155,1.000,0.311,0.027,0.091
out-breath,0.000,0.101,1.000,0.202,0.041,0.091
jhanas,0.000,0.060,1.000,0.120,0.069,0.091
dissolution,0.000,0.038,1.000,0.076,0.108,0.091
carry,0.000,0.169,1.000,0.338,0.024,0.091
became,0.000,0.183,1.000,0.365,0.023,0.091
conditioned,0.000,0.112,1.000,0.223,0.037,0.091
tranquility,0.000,0.079,1.000,0.158,0.052,0.091
allowed,0.000,0.166,1.000,0.332,0.025,0.091
emotion,0.000,0.131,1.000,0.262,0.031,0.091
anxiety,0.000,0.134,1.000,0.267,0.031,0.091
willingness,0.000,0.109,1.000,0.218,0.038,0.091
door,0.000,0.163,1.000,0.327,0.025,0.091
arrows,0.000,0.044,1.000,0.087,0.094,0.091
tone,0.000,0.098,1.000,0.196,0.042,0.091
check,0.000,0.158,1.000,0.316,0.026,0.091
bird,0.000,0.109,1.000,0.218,0.038,0.091
students,0.000,0.071,1.000,0.142,0.058,0.090
basic,0.000,0.177,1.000,0.354,0.023,0.090
attachments,0.000,0.114,1.000,0.229,0.036,0.090
touched,0.000,0.196,1.000,0.392,0.021,0.090
son,0.000,0.074,1.000,0.147,0.056,0.090
offered,0.000,0.193,1.000,0.387,0.021,0.090
translated,0.000,0.229,1.000,0.458,0.018,0.090
fine,0.000,0.232,1.000,0.463,0.018,0.090
learned,0.000,0.232,1.000,0.463,0.018,0.090
interested,0.000,0.226,1.000,0.452,0.018,0.090
children,0.000,0.142,1.000,0.283,0.029,0.090
similes,0.000,0.049,1.000,0.098,0.083,0.090
stronger,0.000,0.139,1.000,0.278,0.029,0.090
took,0.000,0.237,1.000,0.474,0.017,0.090
include,0.000,0.172,1.000,0.343,0.024,0.090
lying,0.000,0.180,1.000,0.360,0.023,0.090
understood,0.000,0.174,1.000,0.349,0.023,0.090
sincerity,0.000,0.063,1.000,0.125,0.065,0.090
expression,0.000,0.196,1.000,0.392,0.021,0.090
meant,0.000,0.213,1.000,0.425,0.019,0.090
culture,0.000,0.142,1.000,0.283,0.029,0.090
pleasures,0.000,0.101,1.000,0.202,0.040,0.090
contraction,0.000,0.153,1.000,0.305,0.026,0.090
judgment,0.000,0.112,1.000,0.223,0.036,0.090
concerned,0.000,0.166,1.000,0.332,0.024,0.090
easily,0.000,0.183,1.000,0.365,0.022,0.090
man,0.000,0.134,1.000,0.267,0.030,0.090
palliative,0.000,0.011,1.000,0.022,0.370,0.090
simile,0.000,0.084,1.000,0.169,0.048,0.090
attuned,0.000,0.112,1.000,0.223,0.036,0.090
balanced,0.000,0.101,1.000,0.202,0.040,0.090
pay,0.000,0.213,1.000,0.425,0.019,0.090
filled,0.000,0.180,1.000,0.360,0.022,0.090
terrible,0.000,0.153,1.000,0.305,0.026,0.090
data,0.000,0.046,1.000,0.093,0.087,0.090
element,0.000,0.082,1.000,0.163,0.049,0.090
somewhere,0.000,0.207,1.000,0.414,0.019,0.090
sweet,0.000,0.134,1.000,0.267,0.030,0.090
objects,0.000,0.128,1.000,0.256,0.031,0.089
warm,0.000,0.161,1.000,0.322,0.025,0.089
muscles,0.000,0.136,1.000,0.272,0.029,0.089
quietly,0.000,0.180,1.000,0.360,0.022,0.089
land,0.000,0.147,1.000,0.294,0.027,0.089
society,0.000,0.144,1.000,0.289,0.028,0.089
self-love,0.000,0.008,1.000,0.016,0.489,0.089
finally,0.000,0.232,1.000,0.463,0.017,0.089
we'll,0.001,0.608,0.999,0.785,0.010,0.089
related,0.000,0.243,1.000,0.485,0.016,0.089
inspiring,0.000,0.155,1.000,0.311,0.026,0.089
chair,0.000,0.183,1.000,0.365,0.022,0.089
creates,0.000,0.185,1.000,0.371,0.021,0.089
asking,0.000,0.188,1.000,0.376,0.021,0.089
straatman,0.000,0.014,1.000,0.027,0.292,0.089
mountain,0.000,0.087,1.000,0.174,0.046,0.089
distinction,0.000,0.139,1.000,0.278,0.029,0.089
weeks,0.000,0.218,1.000,0.436,0.018,0.089
began,0.000,0.101,1.000,0.202,0.039,0.089
lived,0.000,0.185,1.000,0.371,0.021,0.089
restlessness,0.000,0.074,1.000,0.147,0.054,0.089
details,0.000,0.114,1.000,0.229,0.035,0.089
concentrated,0.000,0.142,1.000,0.283,0.028,0.089
flows,0.000,0.104,1.000,0.207,0.038,0.089
caravan,0.000,0.008,1.000,0.016,0.484,0.089
loved,0.000,0.188,1.000,0.376,0.021,0.089
brightness,0.000,0.071,1.000,0.142,0.056,0.089
solid,0.000,0.106,1.000,0.213,0.037,0.089
english,0.000,0.185,1.000,0.371,0.021,0.089
impact,0.000,0.150,1.000,0.300,0.026,0.089
supported,0.000,0.193,1.000,0.387,0.020,0.089
explore,0.000,0.147,1.000,0.294,0.027,0.089
mood,0.000,0.106,1.000,0.213,0.037,0.089
week,0.001,0.632,0.999,0.736,0.011,0.089
shifts,0.000,0.136,1.000,0.272,0.029,0.089
judgments,0.000,0.142,1.000,0.283,0.028,0.089
totally,0.000,0.120,1.000,0.240,0.033,0.089
expansive,0.000,0.093,1.000,0.185,0.042,0.089
activated,0.000,0.079,1.000,0.158,0.050,0.089
directly,0.000,0.229,1.000,0.458,0.017,0.089
allow,0.001,0.638,0.999,0.725,0.011,0.089
reason,0.000,0.305,1.000,0.610,0.013,0.089
close,0.001,0.572,0.999,0.856,0.009,0.089
sensitive,0.000,0.144,1.000,0.289,0.027,0.088
phrase,0.000,0.142,1.000,0.283,0.028,0.088
secular,0.000,0.033,1.000,0.065,0.119,0.088
worry,0.000,0.139,1.000,0.278,0.028,0.088
approaching,0.000,0.074,1.000,0.147,0.053,0.088
closer,0.000,0.128,1.000,0.256,0.030,0.088
dependent,0.000,0.123,1.000,0.245,0.032,0.088
help,0.001,0.578,0.999,0.845,0.009,0.088
comfort,0.000,0.131,1.000,0.262,0.030,0.088
we've,0.001,0.583,0.999,0.834,0.009,0.088
necessarily,0.000,0.251,1.000,0.501,0.015,0.088
class,0.000,0.123,1.000,0.245,0.032,0.088
gather,0.000,0.131,1.000,0.262,0.030,0.088
soon,0.000,0.188,1.000,0.376,0.021,0.088
respond,0.000,0.134,1.000,0.267,0.029,0.088
virtue,0.000,0.076,1.000,0.153,0.051,0.088
tremendous,0.000,0.204,1.000,0.409,0.019,0.088
range,0.000,0.155,1.000,0.311,0.025,0.088
faculties,0.000,0.065,1.000,0.131,0.059,0.088
intentions,0.000,0.106,1.000,0.213,0.036,0.088
short,0.000,0.199,1.000,0.398,0.019,0.088
wait,0.000,0.218,1.000,0.436,0.018,0.088
starting,0.000,0.278,1.000,0.556,0.014,0.088
monkey,0.000,0.033,1.000,0.065,0.118,0.088
anicca,0.000,0.093,1.000,0.185,0.042,0.088
chaplain,0.000,0.027,1.000,0.054,0.141,0.088
stand,0.000,0.183,1.000,0.365,0.021,0.088
mei,0.000,0.027,1.000,0.054,0.141,0.088
knew,0.000,0.196,1.000,0.392,0.020,0.088
evening,0.000,0.207,1.000,0.414,0.018,0.088
realms,0.000,0.035,1.000,0.071,0.108,0.087
keeping,0.000,0.180,1.000,0.360,0.021,0.087
valuable,0.000,0.177,1.000,0.354,0.022,0.087
simpler,0.000,0.098,1.000,0.196,0.039,0.087
near,0.000,0.144,1.000,0.289,0.026,0.087
awe,0.000,0.030,1.000,0.060,0.127,0.087
broad,0.000,0.144,1.000,0.289,0.026,0.087
everywhere,0.000,0.172,1.000,0.343,0.022,0.087
notion,0.000,0.112,1.000,0.223,0.034,0.087
expand,0.000,0.180,1.000,0.360,0.021,0.087
separate,0.000,0.150,1.000,0.300,0.025,0.087
location,0.000,0.136,1.000,0.272,0.028,0.087
touching,0.000,0.163,1.000,0.327,0.023,0.087
busy,0.000,0.185,1.000,0.371,0.020,0.087
relationships,0.000,0.150,1.000,0.300,0.025,0.087
lots,0.000,0.215,1.000,0.431,0.018,0.087
certain,0.001,0.627,0.999,0.747,0.010,0.087
picture,0.000,0.136,1.000,0.272,0.028,0.087
effortless,0.000,0.027,1.000,0.054,0.138,0.087
trees,0.000,0.117,1.000,0.234,0.032,0.087
included,0.000,0.134,1.000,0.267,0.028,0.087
legs,0.000,0.158,1.000,0.316,0.024,0.087
agitated,0.000,0.134,1.000,0.267,0.028,0.087
last,0.001,0.586,0.999,0.828,0.009,0.087
